Transaction Number,Transaction Date,Transaction Type,Transaction Description,Debit Amount,Credit Amount,Balance,Category,Location City,Location Country
281,2022-04-05 00:00:00,BP,SAVE THE CHANGE,0.42,,1626.03,Savings,Nottingham,UK
282,2022-03-05 00:00:00,,INTEREST (GROSS),,0.57,1626.45,Interest,Nottingham,UK
283,2022-03-05 00:00:00,FPO,MISS D WU,23.0,,1625.88,Services,Nottingham,UK
284,2022-03-05 00:00:00,DEB,LIDL GB  NOTTINGHA,12.58,,1648.88,Groceries,Nottingham,UK
285,2022-03-05 00:00:00,FPO,MISS D WU,21.0,,1661.46,Services,Nottingham,UK
286,2022-03-05 00:00:00,TFR,R LAWRENCE,,230.66,1682.46,Supplementary Income,Nottingham,UK
287,2022-03-05 00:00:00,DD,BARCLAYS UK MTGES,981.71,,1451.8,Bills,Nottingham,UK
288,2022-03-05 00:00:00,DD,SEVERN TRENT WATER,41.89,,2433.51,Bills,Nottingham,UK
289,2022-03-05 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,2475.4,Savings,Nottingham,UK
290,2022-03-05 00:00:00,BP,SAVE THE CHANGE,3.99,,2775.4,Savings,Nottingham,UK
291,2022-03-05 00:00:00,DEB,ALDI,37.27,,2779.39,Groceries,,
292,2022-03-05 00:00:00,DEB,AMZNMktplace,28.65,,2816.66,Amazon,Nottingham,UK
293,2022-03-05 00:00:00,DEB,ORIENTAL MART HYDR,12.8,,2845.31,Groceries,Nottingham,UK
294,2022-03-05 00:00:00,DEB,STARBUCKS,8.3,,2858.11,Dine Out,,
295,2022-03-05 00:00:00,DEB,KFC NOTTINGHAM,1.49,,2866.41,Dine Out,Nottingham,UK
296,2022-03-05 00:00:00,DEB,SQ *NOTTINGHAM BAC,10.0,,2867.9,Entertainment,Nottingham,UK
297,2022-03-05 00:00:00,DEB,CONFETTI CONSTELLA,5.5,,2877.9,Home Improvement,Nottingham,UK
298,2022-03-05 00:00:00,DEB,CONFETTI CONSTELLA,3.5,,2883.4,Home Improvement,Nottingham,UK
299,29/04/2022,DEB,DERBY MED CAFE,3.5,,2886.9,Dine Out,Derby,UK
300,28/04/2022,FPO,TRADING212UK,1100.0,,2890.4,Investment,Nottingham,UK
301,28/04/2022,BP,SAVE THE CHANGE,2.44,,3990.4,Savings,Nottingham,UK
302,28/04/2022,BGC,UNIV OF NOTTINGHAM,,3748.93,3992.84,Paycheck,Nottingham,UK
303,27/04/2022,DEB,Amazon.co.uk*2P60A,18.02,,243.91,Amazon,Nottingham,UK
304,27/04/2022,DEB,DOSA N CHUTNEY,13.4,,261.93,Dine Out,Nottingham,UK
305,27/04/2022,DEB,LIDL GB NOTTINGHAM,8.65,,275.33,Groceries,Nottingham,UK
306,27/04/2022,DEB,AMZNMktplace,4.99,,283.98,Amazon,Nottingham,UK
307,27/04/2022,DEB,DERBY MED CAFE,3.5,,288.97,Dine Out,Derby,UK
308,27/04/2022,BP,SAVE THE CHANGE,0.99,,292.47,Savings,Nottingham,UK
309,26/04/2022,DEB,AMZNMktplace,41.01,,293.46,Amazon,Nottingham,UK
310,26/04/2022,BP,SAVE THE CHANGE,0.7,,334.47,Savings,Nottingham,UK
311,25/04/2022,DEB,DOSA N CHUTNEY,14.8,,335.17,Dine Out,Nottingham,UK
312,25/04/2022,DEB,TESCO STORES 5653,10.5,,349.97,Groceries,,
313,25/04/2022,BP,SAVE THE CHANGE,2.74,,360.47,Savings,Nottingham,UK
314,25/04/2022,DEB,WORTH THE WEIGHT L,27.0,,363.21,Clothes,,
315,25/04/2022,DEB,HEAVENLY DESSERTS,15.35,,390.21,Dine Out,Nottingham,UK
316,25/04/2022,DEB,Audible UK,7.99,,405.56,Entertainment,Nottingham,UK
317,25/04/2022,FPO,MISS D WU,13.0,,413.55,Services,Nottingham,UK
318,25/04/2022,DEB,TESCO STORE 2960,31.82,,426.55,Groceries,,
319,25/04/2022,DEB,ORIENTAL MART HYDR,16.69,,458.37,Groceries,Nottingham,UK
320,25/04/2022,CPT,LNK TESCO LONG ROW,40.0,,475.06,Cash,Nottingham,UK
321,25/04/2022,FPO,TAMBA TAM,13.0,,515.06,Services,Nottingham,UK
322,22/04/2022,DEB,AMZNMktplace,22.89,,528.06,Amazon,Nottingham,UK
323,22/04/2022,DEB,Amazon.co.uk*2P3K6,20.24,,550.95,Amazon,Nottingham,UK
324,22/04/2022,DEB,LIDL GB  NOTTINGHA,11.28,,571.19,Groceries,Nottingham,UK
325,21/04/2022,FPO,TRADING212UK,200.0,,582.47,Investment,Nottingham,UK
326,21/04/2022,FPI,PAULINA PIPPEN,,320.0,782.47,Supplementary Income,Nottingham,UK
327,21/04/2022,BP,SAVE THE CHANGE,0.34,,462.47,Savings,Nottingham,UK
328,20/04/2022,DEB,CINEWORLD NOT CP,19.98,,462.81,Entertainment,Nottingham,UK
329,20/04/2022,DEB,HEAVENLY DESSERTS,4.68,,482.79,Dine Out,Nottingham,UK
330,20/04/2022,FPO,TRADING212UK,206.96,,487.47,Investment,Nottingham,UK
331,20/04/2022,FPI,SHEILA SMITH,,380.0,694.43,Supplementary Income,Nottingham,UK
332,20/04/2022,DD,O2,17.95,,314.43,Other Shopping,Nottingham,UK
333,20/04/2022,BP,SAVE THE CHANGE,2.24,,332.38,Savings,Nottingham,UK
334,19/04/2022,DEB,J D SPORTS PLC,85.0,,334.62,Other Shopping,,
335,19/04/2022,DEB,LAS IGUANAS,35.06,,419.62,Dine Out,Nottingham,UK
336,19/04/2022,DEB,AMZNMktplace,23.95,,454.68,Amazon,Nottingham,UK
337,19/04/2022,DEB,Elenas Patisserie,15.25,,478.63,Services,Nottingham,UK
338,19/04/2022,DEB,TESCO STORES 5653,11.5,,493.88,Groceries,,
339,19/04/2022,DD,VIRGIN MEDIA PYMTS,25.5,,505.38,Bills,Nottingham,UK
340,19/04/2022,BP,SAVE THE CHANGE,2.85,,530.88,Savings,Nottingham,UK
341,19/04/2022,DEB,THE NED LUDD,6.95,,533.73,Dine Out,Nottingham,UK
342,19/04/2022,DEB,HEAVENLY DESSERTS,6.39,,540.68,Dine Out,Nottingham,UK
343,19/04/2022,DEB,AMZNMktplace,46.99,,547.07,Amazon,Nottingham,UK
344,19/04/2022,DEB,LIDL GB  NOTTINGHA,23.79,,594.06,Groceries,Nottingham,UK
345,19/04/2022,DEB,GetYourGuide UK Lt,,4.5,617.85,Supplementary Income,Nottingham,UK
346,19/04/2022,DEB,SUTTON COLDFIELD A,8.4,,613.35,Travel,Birmingham,UK
347,19/04/2022,DEB,SUTTON COLDFIELD A,5.3,,621.75,Travel,Birmingham,UK
348,19/04/2022,DEB,IZ *WHITE ROSE TRA,11.85,,627.05,Clothes,,
349,19/04/2022,DEB,AMZNMktplace,9.99,,638.9,Amazon,Nottingham,UK
350,14/04/2022,DEB,HPI INSTANT INK UK,4.49,,648.89,Other Shopping,,
351,14/04/2022,CPT,LNK SAINSBURYS BAN,40.0,,653.38,Cash,,
352,14/04/2022,BP,SAVE THE CHANGE,0.88,,693.38,Savings,Nottingham,UK
353,13/04/2022,DEB,LIDL GB NOTTINGHAM,66.13,,694.26,Groceries,Nottingham,UK
354,13/04/2022,DEB,UBER   *TRIP,4.99,,760.39,Travel,,
355,13/04/2022,BP,SAVE THE CHANGE,0.01,,765.38,Savings,Nottingham,UK
356,2022-12-04 00:00:00,DEB,AMZNMktplace,9.99,,765.39,Amazon,Nottingham,UK
357,2022-12-04 00:00:00,BP,SAVE THE CHANGE,0.1,,775.38,Savings,Nottingham,UK
358,2022-11-04 00:00:00,DEB,AMZNMktplace,16.97,,775.48,Amazon,Nottingham,UK
359,2022-11-04 00:00:00,DEB,UBER   *TRIP,6.93,,792.45,Travel,,
360,2022-11-04 00:00:00,BP,SAVE THE CHANGE,4.88,,799.38,Savings,Nottingham,UK
361,2022-11-04 00:00:00,DEB,STARBUCKS,13.1,,804.26,Dine Out,,
362,2022-11-04 00:00:00,DEB,KELLYS CELLARS,7.8,,817.36,Dine Out,Belfast,UK
363,2022-11-04 00:00:00,DEB,ARRIVA MERSEYSIDE,4.6,,825.16,Travel,,
364,2022-11-04 00:00:00,DEB,STARBUCKS,3.75,,829.76,Dine Out,,
365,2022-11-04 00:00:00,CPT,LNK TESCO M M WA N,40.0,,833.51,Cash,,
366,2022-11-04 00:00:00,DEB,JUMON,56.1,,873.51,Dine Out,Belfast,UK
367,2022-11-04 00:00:00,DEB,UBER   *TRIP,7.07,,929.61,Travel,,
368,2022-08-04 00:00:00,DEB,DARCYS RESTAURANT,39.5,,936.68,Dine Out,Belfast,UK
369,2022-08-04 00:00:00,DEB,THE GIANTS BARN CA,5.2,,976.18,Dine Out,Bushmills,UK
370,2022-08-04 00:00:00,BP,SAVE THE CHANGE,1.81,,981.38,Savings,Nottingham,UK
371,2022-07-04 00:00:00,FPO,MISS D WU,40.0,,983.19,Services,Nottingham,UK
372,2022-07-04 00:00:00,DEB,AZZURRI RESTAURANT,24.9,,1023.19,Dine Out,Newcastle upon Tyne,UK
373,2022-07-04 00:00:00,DEB,Subway 69392 Belfa,9.98,,1048.09,Dine Out,Belfast ,UK
374,2022-07-04 00:00:00,DEB,LIDL NI LTD,7.29,,1058.07,Groceries,Nottingham,UK
375,2022-07-04 00:00:00,DEB,UBER   *TRIP,6.02,,1065.36,Travel,,
376,2022-07-04 00:00:00,BP,SAVE THE CHANGE,2.0,,1071.38,Savings,Nottingham,UK
377,2022-06-04 00:00:00,DEB,GetYourGuide UK Lt,43.0,,1073.38,Travel,,
378,2022-06-04 00:00:00,DEB,GetYourGuide UK Lt,36.0,,1116.38,Travel,,
379,2022-06-04 00:00:00,DEB,LIDL NI LTD,37.09,,1152.38,Groceries,Nottingham,UK
380,2022-06-04 00:00:00,DEB,VISIT BELFAST,23.0,,1189.47,Travel,Belfast,UK
381,2022-06-04 00:00:00,DEB,BURGER KING,18.68,,1212.47,Dine Out,,
382,2022-06-04 00:00:00,DEB,LITTLE WING PIZZER,15.8,,1231.15,Dine Out,Belfast,UK
383,2022-06-04 00:00:00,DEB,UBER   *TRIP,6.83,,1246.95,Travel,,
384,2022-06-04 00:00:00,DEB,ARRIVA MERSEYSIDE,4.6,,1253.78,Travel,,
385,2022-06-04 00:00:00,BP,SAVE THE CHANGE,1.38,,1258.38,Savings,Nottingham,UK
386,2022-05-04 00:00:00,DEB,LIDL GB  NOTTINGHA,16.13,,1259.76,Groceries,Nottingham,UK
387,2022-05-04 00:00:00,DEB,UBER   *TRIP,6.49,,1275.89,Travel,,
388,2022-05-04 00:00:00,BP,SAVE THE CHANGE,0.98,,1282.38,Savings,Nottingham,UK
389,2022-04-04 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,1283.36,Supplementary Income,Nottingham,UK
390,2022-04-04 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,1280.36,Bills,Nottingham,UK
391,2022-04-04 00:00:00,DEB,ZTL*White Rose Tra,18.0,,1283.36,Clothes,Nottingham,UK
392,2022-04-04 00:00:00,DEB,SLIM CHICKENS NOTT,8.0,,1301.36,Groceries,Nottingham,UK
393,2022-04-04 00:00:00,DEB,HEAVENLY DESSERTS,7.02,,1309.36,Dine Out,Nottingham,UK
394,2022-04-04 00:00:00,CPT,LNK TESCO HK R NOT,40.0,,1316.38,Cash,nottingham,UK
395,2022-04-04 00:00:00,BP,SAVE THE CHANGE,2.12,,1356.38,Savings,Nottingham,UK
396,2022-04-04 00:00:00,DEB,200 DEGREES,10.2,,1358.5,Dine Out,Nottingham,UK
397,2022-04-04 00:00:00,DEB,THE BREWHOUSE ART,4.0,,1368.7,Others,Nottingham,UK
398,2022-04-04 00:00:00,DEB,EASTMIDLANDSCOM,50.0,,1372.7,Travel,,
399,2022-04-04 00:00:00,DEB,LIDL GB  NOTTINGHA,13.34,,1422.7,Groceries,Nottingham,UK
400,2022-04-04 00:00:00,DEB,ATRIUM JUBILEE 1,4.45,,1436.04,Dine Out,Nottingham,UK
401,2022-04-04 00:00:00,FPO,MISS D WU,44.0,,1440.49,Services,Nottingham,UK
402,2022-04-04 00:00:00,TFR,R LAWRENCE  02APR22,,126.0,1484.49,Supplementary Income,Nottingham,UK
403,2022-04-04 00:00:00,FPO,MISS D WU,34.0,,1358.49,Services,Nottingham,UK
404,2022-01-04 00:00:00,,INTEREST (GROSS),,0.49,1392.49,Interest,Nottingham,UK
405,2022-01-04 00:00:00,DEB,Subway 32610 Midla,6.89,,1392.0,Dine Out,Nottingham,UK
406,2022-01-04 00:00:00,FPO,MISS D WU,20.0,,1398.89,Services,Nottingham,UK
407,2022-01-04 00:00:00,DD,BARCLAYS UK MTGES,981.71,,1418.89,Bills,Nottingham,UK
408,2022-01-04 00:00:00,DD,NOTTM CITY COUNC,106.25,,2400.6,Bills,Nottingham,UK
409,2022-01-04 00:00:00,DD,OCTOPUS ENERGY,90.0,,2506.85,Bills,Nottingham,UK
410,2022-01-04 00:00:00,DD,SEVERN TRENT WATER,41.89,,2596.85,Bills,Nottingham,UK
411,2022-01-04 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,2638.74,Savings,Nottingham,UK
412,2022-01-04 00:00:00,BP,SAVE THE CHANGE,1.27,,2938.74,Savings,Nottingham,UK
413,31/03/2022,DEB,DELIVEROO,10.48,,2940.01,Dine Out,,
414,31/03/2022,DEB,ATRIUM JUBILEE 1,4.25,,2950.49,Dine Out,Nottingham,UK
415,31/03/2022,FPO,TRADING212UK,1000.0,,2954.74,Investment,Nottingham,UK
416,31/03/2022,BP,SAVE THE CHANGE,1.31,,3954.74,Savings,Nottingham,UK
417,30/03/2022,DEB,STARBUCKS,11.85,,3956.05,Dine Out,,
418,30/03/2022,DEB,Subway 32610 Midla,6.19,,3967.9,Dine Out,Nottingham,UK
419,30/03/2022,DEB,ATRIUM JUBILEE 1,2.65,,3974.09,Dine Out,Nottingham,UK
420,30/03/2022,BGC,UNIV OF NOTTINGHAM,,3801.43,3976.74,Paycheck,Nottingham,UK
421,29/03/2022,BP,SAVE THE CHANGE,0.45,,175.31,Savings,Nottingham,UK
422,28/03/2022,DEB,UBER   *TRIP,6.55,,175.76,Travel,,
423,28/03/2022,BP,SAVE THE CHANGE,4.38,,182.31,Savings,Nottingham,UK
424,28/03/2022,DEB,LIDL GB NOTTINGHAM,47.83,,186.69,Groceries,Nottingham,UK
425,28/03/2022,DEB,ORIENTAL MART HYDR,20.28,,234.52,Groceries,Nottingham,UK
426,28/03/2022,DEB,POUNDLAND LTD 1726,13.0,,254.8,Groceries,Nottingham,UK
427,28/03/2022,DEB,AMZNMktplace,5.99,,267.8,Amazon,Nottingham,UK
428,28/03/2022,FPO,MISS D WU,20.0,,273.79,Services,Nottingham,UK
429,28/03/2022,FPO,TAMBA TAM,10.0,,293.79,Services,Nottingham,UK
430,28/03/2022,DEB,KFC NOTTINGHAM,1.49,,303.79,Dine Out,Nottingham,UK
431,28/03/2022,DEB,SQ *NOTTINGHAM BAC,12.0,,305.28,Entertainment,Nottingham,UK
432,28/03/2022,DEB,CONFETTI CONSTELLA,7.1,,317.28,Home Improvement,Nottingham,UK
433,28/03/2022,DEB,CONFETTI CONSTELLA,6.2,,324.38,Home Improvement,Nottingham,UK
434,25/03/2022,DEB,AIRBNB * HMREJB2DY,376.55,,330.58,Hotels,,
435,25/03/2022,DEB,Subway 32610 Midla,10.18,,707.13,Dine Out,Nottingham,UK
436,25/03/2022,FPO,TRADING212UK,200.0,,717.31,Investment,Nottingham,UK
437,25/03/2022,DD,TALKTALK LIMITED,29.95,,917.31,Bills,Nottingham,UK
438,25/03/2022,BP,SAVE THE CHANGE,0.1,,947.26,Savings,Nottingham,UK
439,24/03/2022,DEB,EASYJET   000K38,327.92,,947.36,Travel,,
440,24/03/2022,DEB,AMZNMktplace,9.99,,1275.28,Amazon,Nottingham,UK
441,24/03/2022,DEB,Audible UK,7.99,,1285.27,Entertainment,Nottingham,UK
442,24/03/2022,FPI,PAULINA PIPPEN,,320.0,1293.26,Supplementary Income,Nottingham,UK
443,24/03/2022,BP,SAVE THE CHANGE,0.89,,973.26,Savings,Nottingham,UK
444,23/03/2022,TFR,R LAWRENCE,,300.0,974.15,Supplementary Income,Nottingham,UK
445,23/03/2022,DEB,AMZNMktplace,6.49,,674.15,Amazon,Nottingham,UK
446,23/03/2022,DEB,ATRIUM JUBILEE 1,2.65,,680.64,Dine Out,Nottingham,UK
447,23/03/2022,DEB,LIDL GB NOTTINGHAM,1.97,,683.29,Groceries,Nottingham,UK
448,23/03/2022,BP,SAVE THE CHANGE,0.5,,685.26,Savings,Nottingham,UK
449,23/03/2022,BGC,GOOGLE IRELAND,,63.27,685.76,Supplementary Income,Nottingham,UK
450,22/03/2022,FPO,TRADING212UK,200.0,,622.49,Investment,Nottingham,UK
451,22/03/2022,FPI,SHEILA SMITH,,380.0,822.49,Supplementary Income,Nottingham,UK
452,22/03/2022,CPT,LNK TESCO NO RA RD,40.0,,442.49,Cash,Nottingham,UK
453,22/03/2022,DEB,PRIMARK,13.5,,482.49,Clothes,,
454,22/03/2022,BP,SAVE THE CHANGE,1.5,,495.99,Savings,Nottingham,UK
455,21/03/2022,DEB,TESCO STORES 6430,7.55,,497.49,Groceries,,
456,21/03/2022,DEB,STARBUCKS,6.45,,505.04,Dine Out,,
457,21/03/2022,DEB,SPORTSDIRECT 195,4.5,,511.49,Other Shopping,,
458,21/03/2022,BP,SAVE THE CHANGE,2.54,,515.99,Savings,Nottingham,UK
459,21/03/2022,DEB,LIDL GB  NOTTINGHA,28.13,,518.53,Groceries,Nottingham,UK
460,21/03/2022,FPO,MISS D WU,30.0,,546.66,Services,Nottingham,UK
461,18/03/2022,DEB,HPI INSTANT INK UK,4.49,,576.66,Other Shopping,,
462,18/03/2022,DEB,SUMUP  *LTP,15.0,,581.15,Services,Nottingham,UK
463,18/03/2022,DEB,Subway 32610 Midla,6.19,,596.15,Dine Out,Nottingham,UK
464,18/03/2022,DEB,ATRIUM JUBILEE 1,2.65,,602.34,Dine Out,Nottingham,UK
465,17/03/2022,DD,VIRGIN MEDIA PYMTS,25.5,,604.99,Bills,Nottingham,UK
466,17/03/2022,BP,SAVE THE CHANGE,1.85,,630.49,Savings,Nottingham,UK
467,16/03/2022,DEB,LIDL GB NOTTINGHAM,16.1,,632.34,Groceries,Nottingham,UK
468,16/03/2022,DEB,ATRIUM JUBILEE 1,13.5,,648.44,Dine Out,Nottingham,UK
469,16/03/2022,DEB,Amazon.co.uk*2159U,5.84,,661.94,Amazon,Nottingham,UK
470,16/03/2022,DEB,UBER   *TRIP,4.71,,667.78,Travel,,
471,16/03/2022,FPO,MISS D WU,6.35,,672.49,Services,Nottingham,UK
472,16/03/2022,DD,O2,17.31,,678.84,Other Shopping,Nottingham,UK
473,15/03/2022,BP,SAVE THE CHANGE,2.0,,696.15,Savings,Nottingham,UK
474,14/03/2022,FPO,TAMBA TAM,7.0,,698.15,Services,Nottingham,UK
475,14/03/2022,DEB,LIDL GB NOTTINGHAM,53.54,,705.15,Groceries,Nottingham,UK
476,14/03/2022,DEB,UBER   *TRIP,5.33,,758.69,Travel,,
477,14/03/2022,DEB,UBER   *TRIP,19.33,,764.02,Travel,,
478,14/03/2022,DEB,UBER   *TRIP,17.8,,783.35,Travel,,
479,14/03/2022,BP,SAVE THE CHANGE,2.15,,801.15,Savings,Nottingham,UK
480,14/03/2022,DEB,RAMSDALE PARK GC,13.0,,803.3,Entertainment,Nottingham,UK
481,14/03/2022,DEB,RAMSDALE PARK GC,13.0,,816.3,Entertainment,Nottingham,UK
482,14/03/2022,DEB,Subway 30392 Lento,8.58,,829.3,Dine Out,Nottingham,UK
483,14/03/2022,DEB,RAMSDALE PARK GC,7.85,,837.88,Entertainment,Nottingham,UK
484,14/03/2022,CPT,LNK COOPERATIVE LE,50.0,,845.73,Cash,Leicester,UK
485,14/03/2022,DEB,Subway 26377 Corne,7.28,,895.73,Dine Out,Nottingham,UK
486,2022-11-03 00:00:00,DEB,SUMUP  *LTP,15.0,,903.01,Services,Nottingham,UK
487,2022-11-03 00:00:00,DEB,Subway 32610 Midla,6.89,,918.01,Dine Out,Nottingham,UK
488,2022-11-03 00:00:00,DEB,ATRIUM JUBILEE 1,4.25,,924.9,Dine Out,Nottingham,UK
489,2022-10-03 00:00:00,FPO,TAMBA TAM,10.0,,929.15,Services,Nottingham,UK
490,2022-10-03 00:00:00,BP,SAVE THE CHANGE,0.76,,939.15,Savings,Nottingham,UK
491,2022-09-03 00:00:00,DEB,Amazon Prime*2X250,79.0,,939.91,Amazon,Nottingham,UK
492,2022-09-03 00:00:00,DEB,Amazon.co.uk*2X7YI,13.99,,1018.91,Amazon,Nottingham,UK
493,2022-09-03 00:00:00,DEB,Amazon.co.uk*2X6A1,6.0,,1032.9,Amazon,Nottingham,UK
494,2022-09-03 00:00:00,DEB,ATRIUM JUBILEE 1,4.25,,1038.9,Dine Out,Nottingham,UK
495,2022-09-03 00:00:00,BP,SAVE THE CHANGE,0.26,,1043.15,Savings,Nottingham,UK
496,2022-08-03 00:00:00,DEB,LIDL GB  NOTTINGHA,20.76,,1043.41,Groceries,Nottingham,UK
497,2022-08-03 00:00:00,DEB,AMZNMktplace,14.99,,1064.17,Amazon,Nottingham,UK
498,2022-08-03 00:00:00,DEB,AMZNMktplace,9.99,,1079.16,Amazon,Nottingham,UK
499,2022-08-03 00:00:00,BP,SAVE THE CHANGE,0.12,,1089.15,Savings,Nottingham,UK
500,2022-07-03 00:00:00,DEB,CINEWORLD,32.88,,1089.27,Entertainment,Nottingham,UK
501,2022-07-03 00:00:00,BP,SAVE THE CHANGE,4.52,,1122.15,Savings,Nottingham,UK
502,2022-07-03 00:00:00,DEB,ORIENTAL MART HYDR,54.52,,1126.67,Groceries,Nottingham,UK
503,2022-07-03 00:00:00,DEB,LIDL GB NOTTINGHAM,48.3,,1181.19,Groceries,Nottingham,UK
504,2022-07-03 00:00:00,DEB,Tasnack,25.7,,1229.49,Dine Out,Nottingham,UK
505,2022-07-03 00:00:00,DEB,NOTTINGHAM WATCH R,10.0,,1255.19,Others,Nottingham,UK
506,2022-07-03 00:00:00,DEB,UBER* TRIP,5.16,,1265.19,Travel,,
507,2022-07-03 00:00:00,DEB,HEAVENLY DESSERTS,6.2,,1270.35,Dine Out,Nottingham,UK
508,2022-07-03 00:00:00,CPT,LOYD LOYD LOWER PA,40.0,,1276.55,Cash,Nottingham,UK
509,2022-04-03 00:00:00,DEB,SUMUP  *LTP,24.0,,1316.55,Services,Nottingham,UK
510,2022-04-03 00:00:00,DEB,Subway 32610 Midla,6.89,,1340.55,Dine Out,Nottingham,UK
511,2022-04-03 00:00:00,DEB,ATRIUM JUBILEE 1,4.25,,1347.44,Dine Out,Nottingham,UK
512,2022-04-03 00:00:00,DEB,LIDL GB NOTTINGHAM,2.46,,1351.69,Groceries,Nottingham,UK
513,2022-04-03 00:00:00,BP,SAVE THE CHANGE,0.75,,1354.15,Savings,Nottingham,UK
514,2022-03-03 00:00:00,DEB,Amazon.co.uk*2X4DF,7.0,,1354.9,Amazon,Nottingham,UK
515,2022-03-03 00:00:00,DEB,ATRIUM JUBILEE 1,4.25,,1361.9,Dine Out,Nottingham,UK
516,2022-03-03 00:00:00,BP,SAVE THE CHANGE,0.86,,1366.15,Savings,Nottingham,UK
517,2022-02-03 00:00:00,DEP,CLUB LLOYDS WAIVED,,3.0,1367.01,Supplementary Income,Nottingham,UK
518,2022-02-03 00:00:00,PAY,CLUB LLOYDS FEE,3.0,,1364.01,Bills,Nottingham,UK
519,2022-02-03 00:00:00,DEB,TESCO STORES 5653,16.6,,1367.01,Groceries,,
520,2022-02-03 00:00:00,DEB,Subway 32610 Midla,6.89,,1383.61,Dine Out,Nottingham,UK
521,2022-02-03 00:00:00,DEB,ATRIUM JUBILEE 1,2.65,,1390.5,Dine Out,Nottingham,UK
522,2022-02-03 00:00:00,TFR,R LAWRENCE,,27.69,1393.15,Supplementary Income,Nottingham,UK
523,2022-02-03 00:00:00,FPO,TAMBA TAM,7.0,,1365.46,Services,Nottingham,UK
524,2022-02-03 00:00:00,FPO,MISS D WU,10.0,,1372.46,Services,Nottingham,UK
525,2022-02-03 00:00:00,BP,SAVE THE CHANGE,0.95,,1382.46,Savings,Nottingham,UK
526,2022-01-03 00:00:00,,INTEREST (GROSS),,0.47,1383.41,Interest,Nottingham,UK
527,2022-01-03 00:00:00,DEB,SAINSBURYS S/MKTS,33.05,,1382.94,Groceries,,
528,2022-01-03 00:00:00,DD,BARCLAYS UK MTGES,981.71,,1415.99,Bills,Nottingham,UK
529,2022-01-03 00:00:00,DD,NOTTM CITY COUNC,157.0,,2397.7,Bills,Nottingham,UK
530,2022-01-03 00:00:00,DD,OCTOPUS ENERGY,90.0,,2554.7,Bills,Nottingham,UK
531,2022-01-03 00:00:00,DD,SEVERN TRENT WATER,41.89,,2644.7,Bills,Nottingham,UK
532,2022-01-03 00:00:00,SO,ESAVINGS ACCOUNT,300.0,,2686.59,Savings,Nottingham,UK
533,2022-01-03 00:00:00,BP,SAVE THE CHANGE,1.08,,2986.59,Savings,Nottingham,UK
534,28/02/2022,DEB,UBER   *TRIP,7.11,,2987.67,Travel,,
535,28/02/2022,DEB,UBER   *TRIP,6.81,,2994.78,Travel,,
536,28/02/2022,BP,SAVE THE CHANGE,2.47,,3001.59,Savings,Nottingham,UK
537,28/02/2022,DEB,BURGER KING,13.57,,3004.06,Dine Out,,
538,28/02/2022,DEB,LIDL GB  NOTTINGHA,10.11,,3017.63,Groceries,Nottingham,UK
539,28/02/2022,DEB,SQ *NOTTINGHAM BAC,12.0,,3027.74,Entertainment,Nottingham,UK
540,28/02/2022,DEB,CONFETTI CONSTELLA,8.2,,3039.74,Home Improvement,Nottingham,UK
541,28/02/2022,FPO,MISS D WU,5.1,,3047.94,Services,Nottingham,UK
542,28/02/2022,FPO,MISS D WU,11.0,,3053.04,Services,Nottingham,UK
543,25/02/2022,DEB,SUMUP  *LTP,30.0,,3064.04,Services,Nottingham,UK
544,25/02/2022,DEB,ATRIUM JUBILEE 1,2.65,,3094.04,Dine Out,Nottingham,UK
545,25/02/2022,FPO,TRADING212UK,200.0,,3096.69,Investment,Nottingham,UK
546,25/02/2022,FPO,TRADING212UK,1000.0,,3296.69,Investment,Nottingham,UK
547,25/02/2022,FPI,PAULINA PIPPEN,,317.0,4296.69,Supplementary Income,Nottingham,UK
548,25/02/2022,DD,TALKTALK LIMITED,29.95,,3979.69,Bills,Nottingham,UK
549,25/02/2022,BP,SAVE THE CHANGE,0.01,,4009.64,Savings,Nottingham,UK
550,25/02/2022,BGC,UNIV OF NOTTINGHAM,,3801.83,4009.65,Paycheck,Nottingham,UK
551,24/02/2022,FPO,MISS D WU,10.0,,207.82,Services,Nottingham,UK
552,24/02/2022,DEB,Audible UK,7.99,,217.82,Entertainment,Nottingham,UK
553,24/02/2022,FPO,TAMBA TAM,10.0,,225.81,Services,Nottingham,UK
554,24/02/2022,FPO,MISS D WU,5.6,,235.81,Services,Nottingham,UK
555,24/02/2022,BP,SAVE THE CHANGE,1.15,,241.41,Savings,Nottingham,UK
556,23/02/2022,DEB,UBER   *TRIP,13.31,,242.56,Travel,,
557,23/02/2022,DEB,Subway 32610 Midla,10.88,,255.87,Dine Out,Nottingham,UK
558,23/02/2022,DEB,ATRIUM JUBILEE 1,9.75,,266.75,Dine Out,Nottingham,UK
559,23/02/2022,DEB,UBER* TRIP,7.91,,276.5,Travel,,
560,23/02/2022,FPO,TRADING212UK,200.0,,284.41,Investment,Nottingham,UK
561,23/02/2022,BP,SAVE THE CHANGE,0.51,,484.41,Savings,Nottingham,UK
562,22/02/2022,DEB,ORIENTAL MART HYDR,17.51,,484.92,Groceries,Nottingham,UK
